CODIGO,ESTACION,YEAR,MONTH,DAY,PP,TMAX,TMIN
104067,BAGAZAN,1987,02,01,18.0,-999,-999
104067,BAGAZAN,1987,02,02,53.0,-999,-999
104067,BAGAZAN,1987,02,03,0.0,-999,-999
104067,BAGAZAN,1987,02,04,0.0,-999,-999
104067,BAGAZAN,1987,02,05,10.0,-999,-999
104067,BAGAZAN,1987,02,06,6.0,-999,-999
104067,BAGAZAN,1987,02,07,0.0,-999,-999
104067,BAGAZAN,1987,02,08,50.0,-999,-999
104067,BAGAZAN,1987,02,09,14.0,-999,-999
104067,BAGAZAN,1987,02,10,16.0,-999,-999
104067,BAGAZAN,1987,02,11,0.0,-999,-999
104067,BAGAZAN,1987,02,12,38.0,-999,-999
104067,BAGAZAN,1987,02,13,0.0,-999,-999
104067,BAGAZAN,1987,02,14,15.0,-999,-999
104067,BAGAZAN,1987,02,15,0.0,-999,-999
104067,BAGAZAN,1987,02,16,8.0,-999,-999
104067,BAGAZAN,1987,02,17,0.0,-999,-999
104067,BAGAZAN,1987,02,18,2.0,-999,-999
104067,BAGAZAN,1987,02,19,3.0,-999,-999
104067,BAGAZAN,1987,02,20,10.0,-999,-999
104067,BAGAZAN,1987,02,21,18.0,-999,-999
104067,BAGAZAN,1987,02,22,28.0,-999,-999
104067,BAGAZAN,1987,02,23,0.0,-999,-999
104067,BAGAZAN,1987,02,24,0.0,-999,-999
104067,BAGAZAN,1987,02,25,15.0,-999,-999
104067,BAGAZAN,1987,02,26,33.0,-999,-999
104067,BAGAZAN,1987,02,27,8.0,-999,-999
104067,BAGAZAN,1987,02,28,-999,-999,-999
104067,BAGAZAN,1987,09,01,-999,-999,-999
104067,BAGAZAN,1987,09,02,-999,-999,-999
104067,BAGAZAN,1987,09,03,-999,-999,-999
104067,BAGAZAN,1987,09,04,-999,-999,-999
104067,BAGAZAN,1987,09,05,-999,-999,-999
104067,BAGAZAN,1987,09,06,-999,-999,-999
104067,BAGAZAN,1987,09,07,-999,-999,-999
104067,BAGAZAN,1987,09,08,-999,-999,-999
104067,BAGAZAN,1987,09,09,-999,-999,-999
104067,BAGAZAN,1987,09,10,-999,-999,-999
104067,BAGAZAN,1987,09,11,-999,-999,-999
104067,BAGAZAN,1987,09,12,-999,-999,-999
104067,BAGAZAN,1987,09,13,-999,-999,-999
104067,BAGAZAN,1987,09,14,-999,-999,-999
104067,BAGAZAN,1987,09,15,-999,-999,-999
104067,BAGAZAN,1987,09,16,10.0,-999,-999
104067,BAGAZAN,1987,09,17,57.0,-999,-999
104067,BAGAZAN,1987,09,18,0.0,-999,-999
104067,BAGAZAN,1987,09,19,0.0,-999,-999
104067,BAGAZAN,1987,09,20,10.0,-999,-999
104067,BAGAZAN,1987,09,21,10.0,-999,-999
104067,BAGAZAN,1987,09,22,50.0,-999,-999
104067,BAGAZAN,1987,09,23,70.0,-999,-999
104067,BAGAZAN,1987,09,24,30.0,-999,-999
104067,BAGAZAN,1987,09,25,0.0,-999,-999
104067,BAGAZAN,1987,09,26,3.0,-999,-999
104067,BAGAZAN,1987,09,27,0.0,-999,-999
104067,BAGAZAN,1987,09,28,0.0,-999,-999
104067,BAGAZAN,1987,09,29,0.0,-999,-999
104067,BAGAZAN,1987,09,30,0.0,-999,-999
104067,BAGAZAN,1987,10,01,4.0,-999,-999
104067,BAGAZAN,1987,10,02,102.0,-999,-999
104067,BAGAZAN,1987,10,03,0.0,-999,-999
104067,BAGAZAN,1987,10,04,0.0,-999,-999
104067,BAGAZAN,1987,10,05,0.0,-999,-999
104067,BAGAZAN,1987,10,06,16.0,-999,-999
104067,BAGAZAN,1987,10,07,0.0,-999,-999
104067,BAGAZAN,1987,10,08,0.0,-999,-999
104067,BAGAZAN,1987,10,09,0.0,-999,-999
104067,BAGAZAN,1987,10,10,0.0,-999,-999
104067,BAGAZAN,1987,10,11,0.0,-999,-999
104067,BAGAZAN,1987,10,12,0.0,-999,-999
104067,BAGAZAN,1987,10,13,6.0,-999,-999
104067,BAGAZAN,1987,10,14,9.0,-999,-999
104067,BAGAZAN,1987,10,15,0.0,-999,-999
104067,BAGAZAN,1987,10,16,0.0,-999,-999
104067,BAGAZAN,1987,10,17,0.0,-999,-999
104067,BAGAZAN,1987,10,18,5.0,-999,-999
104067,BAGAZAN,1987,10,19,0.0,-999,-999
104067,BAGAZAN,1987,10,20,8.0,-999,-999
104067,BAGAZAN,1987,10,21,0.0,-999,-999
104067,BAGAZAN,1987,10,22,0.0,-999,-999
104067,BAGAZAN,1987,10,23,0.0,-999,-999
104067,BAGAZAN,1987,10,24,0.0,-999,-999
104067,BAGAZAN,1987,10,25,0.0,-999,-999
104067,BAGAZAN,1987,10,26,20.0,-999,-999
104067,BAGAZAN,1987,10,27,10.0,-999,-999
104067,BAGAZAN,1987,10,28,0.0,-999,-999
104067,BAGAZAN,1987,10,29,0.0,-999,-999
104067,BAGAZAN,1987,10,30,0.0,-999,-999
104067,BAGAZAN,1987,10,31,0.0,-999,-999
104067,BAGAZAN,1987,11,01,60.0,-999,-999
104067,BAGAZAN,1987,11,02,0.0,-999,-999
104067,BAGAZAN,1987,11,03,0.0,-999,-999
104067,BAGAZAN,1987,11,04,3.0,-999,-999
104067,BAGAZAN,1987,11,05,4.0,-999,-999
104067,BAGAZAN,1987,11,06,0.0,-999,-999
104067,BAGAZAN,1987,11,07,0.0,-999,-999
104067,BAGAZAN,1987,11,08,0.0,-999,-999
104067,BAGAZAN,1987,11,09,0.0,-999,-999
104067,BAGAZAN,1987,11,10,3.0,-999,-999
104067,BAGAZAN,1987,11,11,2.0,-999,-999
104067,BAGAZAN,1987,11,12,0.0,-999,-999
104067,BAGAZAN,1987,11,13,0.0,-999,-999
104067,BAGAZAN,1987,11,14,12.0,-999,-999
104067,BAGAZAN,1987,11,15,23.0,-999,-999
104067,BAGAZAN,1987,11,16,0.0,-999,-999
104067,BAGAZAN,1987,11,17,0.0,-999,-999
104067,BAGAZAN,1987,11,18,0.0,-999,-999
104067,BAGAZAN,1987,11,19,18.0,-999,-999
104067,BAGAZAN,1987,11,20,17.0,-999,-999
104067,BAGAZAN,1987,11,21,0.0,-999,-999
104067,BAGAZAN,1987,11,22,30.0,-999,-999
104067,BAGAZAN,1987,11,23,15.0,-999,-999
104067,BAGAZAN,1987,11,24,0.0,-999,-999
104067,BAGAZAN,1987,11,25,0.0,-999,-999
104067,BAGAZAN,1987,11,26,0.0,-999,-999
104067,BAGAZAN,1987,11,27,15.0,-999,-999
104067,BAGAZAN,1987,11,28,6.0,-999,-999
104067,BAGAZAN,1987,11,29,0.0,-999,-999
104067,BAGAZAN,1987,11,30,72.0,-999,-999
104067,BAGAZAN,1987,12,01,0.0,-999,-999
104067,BAGAZAN,1987,12,02,0.0,-999,-999
104067,BAGAZAN,1987,12,03,15.0,-999,-999
104067,BAGAZAN,1987,12,04,0.0,-999,-999
104067,BAGAZAN,1987,12,05,10.0,-999,-999
104067,BAGAZAN,1987,12,06,0.0,-999,-999
104067,BAGAZAN,1987,12,07,0.0,-999,-999
104067,BAGAZAN,1987,12,08,0.0,-999,-999
104067,BAGAZAN,1987,12,09,8.0,-999,-999
104067,BAGAZAN,1987,12,10,15.0,-999,-999
104067,BAGAZAN,1987,12,11,16.0,-999,-999
104067,BAGAZAN,1987,12,12,0.0,-999,-999
104067,BAGAZAN,1987,12,13,31.0,-999,-999
104067,BAGAZAN,1987,12,14,0.0,-999,-999
104067,BAGAZAN,1987,12,15,0.0,-999,-999
104067,BAGAZAN,1987,12,16,0.0,-999,-999
104067,BAGAZAN,1987,12,17,0.0,-999,-999
104067,BAGAZAN,1987,12,18,0.0,-999,-999
104067,BAGAZAN,1987,12,19,0.0,-999,-999
104067,BAGAZAN,1987,12,20,25.0,-999,-999
104067,BAGAZAN,1987,12,21,29.0,-999,-999
104067,BAGAZAN,1987,12,22,0.0,-999,-999
104067,BAGAZAN,1987,12,23,20.0,-999,-999
104067,BAGAZAN,1987,12,24,0.0,-999,-999
104067,BAGAZAN,1987,12,25,0.0,-999,-999
104067,BAGAZAN,1987,12,26,39.0,-999,-999
104067,BAGAZAN,1987,12,27,0.0,-999,-999
104067,BAGAZAN,1987,12,28,0.0,-999,-999
104067,BAGAZAN,1987,12,29,0.0,-999,-999
104067,BAGAZAN,1987,12,30,10.0,-999,-999
104067,BAGAZAN,1987,12,31,0.0,-999,-999
104067,BAGAZAN,1988,01,01,16.0,-999,-999
104067,BAGAZAN,1988,01,02,4.0,-999,-999
104067,BAGAZAN,1988,01,03,0.0,-999,-999
104067,BAGAZAN,1988,01,04,0.0,-999,-999
104067,BAGAZAN,1988,01,05,0.0,-999,-999
104067,BAGAZAN,1988,01,06,0.0,-999,-999
104067,BAGAZAN,1988,01,07,0.0,-999,-999
104067,BAGAZAN,1988,01,08,9.0,-999,-999
104067,BAGAZAN,1988,01,09,4.0,-999,-999
104067,BAGAZAN,1988,01,10,7.0,-999,-999
104067,BAGAZAN,1988,01,11,0.0,-999,-999
104067,BAGAZAN,1988,01,12,0.0,-999,-999
104067,BAGAZAN,1988,01,13,0.0,-999,-999
104067,BAGAZAN,1988,01,14,0.0,-999,-999
104067,BAGAZAN,1988,01,15,0.0,-999,-999
104067,BAGAZAN,1988,01,16,0.0,-999,-999
104067,BAGAZAN,1988,01,17,0.0,-999,-999
104067,BAGAZAN,1988,01,18,0.0,-999,-999
104067,BAGAZAN,1988,01,19,25.0,-999,-999
104067,BAGAZAN,1988,01,20,0.0,-999,-999
104067,BAGAZAN,1988,01,21,0.0,-999,-999
104067,BAGAZAN,1988,01,22,0.0,-999,-999
104067,BAGAZAN,1988,01,23,0.0,-999,-999
104067,BAGAZAN,1988,01,24,14.0,-999,-999
104067,BAGAZAN,1988,01,25,0.0,-999,-999
104067,BAGAZAN,1988,01,26,0.0,-999,-999
104067,BAGAZAN,1988,01,27,0.0,-999,-999
104067,BAGAZAN,1988,01,28,0.0,-999,-999
104067,BAGAZAN,1988,01,29,22.0,-999,-999
104067,BAGAZAN,1988,01,30,0.0,-999,-999
104067,BAGAZAN,1988,01,31,0.0,-999,-999
104067,BAGAZAN,1988,02,01,23.0,-999,-999
104067,BAGAZAN,1988,02,02,0.0,-999,-999
104067,BAGAZAN,1988,02,03,0.0,-999,-999
104067,BAGAZAN,1988,02,04,45.0,-999,-999
104067,BAGAZAN,1988,02,05,0.0,-999,-999
104067,BAGAZAN,1988,02,06,0.0,-999,-999
104067,BAGAZAN,1988,02,07,5.0,-999,-999
104067,BAGAZAN,1988,02,08,1.0,-999,-999
104067,BAGAZAN,1988,02,09,0.0,-999,-999
104067,BAGAZAN,1988,02,10,0.0,-999,-999
104067,BAGAZAN,1988,02,11,55.0,-999,-999
104067,BAGAZAN,1988,02,12,0.0,-999,-999
104067,BAGAZAN,1988,02,13,0.0,-999,-999
104067,BAGAZAN,1988,02,14,3.0,-999,-999
104067,BAGAZAN,1988,02,15,0.0,-999,-999
104067,BAGAZAN,1988,02,16,35.0,-999,-999
104067,BAGAZAN,1988,02,17,0.0,-999,-999
104067,BAGAZAN,1988,02,18,0.0,-999,-999
104067,BAGAZAN,1988,02,19,65.0,-999,-999
104067,BAGAZAN,1988,02,20,0.0,-999,-999
104067,BAGAZAN,1988,02,21,14.0,-999,-999
104067,BAGAZAN,1988,02,22,9.0,-999,-999
104067,BAGAZAN,1988,02,23,0.0,-999,-999
104067,BAGAZAN,1988,02,24,0.0,-999,-999
104067,BAGAZAN,1988,02,25,0.0,-999,-999
104067,BAGAZAN,1988,02,26,69.0,-999,-999
104067,BAGAZAN,1988,02,27,0.0,-999,-999
104067,BAGAZAN,1988,02,28,0.0,-999,-999
104067,BAGAZAN,1988,02,29,0.0,-999,-999
104067,BAGAZAN,1988,03,01,0.0,-999,-999
104067,BAGAZAN,1988,03,02,0.0,-999,-999
104067,BAGAZAN,1988,03,03,0.0,-999,-999
104067,BAGAZAN,1988,03,04,0.0,-999,-999
104067,BAGAZAN,1988,03,05,0.0,-999,-999
104067,BAGAZAN,1988,03,06,0.0,-999,-999
104067,BAGAZAN,1988,03,07,0.0,-999,-999
104067,BAGAZAN,1988,03,08,0.0,-999,-999
104067,BAGAZAN,1988,03,09,0.0,-999,-999
104067,BAGAZAN,1988,03,10,0.0,-999,-999
104067,BAGAZAN,1988,03,11,0.0,-999,-999
104067,BAGAZAN,1988,03,12,10.0,-999,-999
104067,BAGAZAN,1988,03,13,0.0,-999,-999
104067,BAGAZAN,1988,03,14,0.0,-999,-999
104067,BAGAZAN,1988,03,15,0.0,-999,-999
104067,BAGAZAN,1988,03,16,0.0,-999,-999
104067,BAGAZAN,1988,03,17,0.0,-999,-999
104067,BAGAZAN,1988,03,18,13.0,-999,-999
104067,BAGAZAN,1988,03,19,7.0,-999,-999
104067,BAGAZAN,1988,03,20,4.0,-999,-999
104067,BAGAZAN,1988,03,21,0.0,-999,-999
104067,BAGAZAN,1988,03,22,0.0,-999,-999
104067,BAGAZAN,1988,03,23,9.0,-999,-999
104067,BAGAZAN,1988,03,24,0.0,-999,-999
104067,BAGAZAN,1988,03,25,5.0,-999,-999
104067,BAGAZAN,1988,03,26,0.0,-999,-999
104067,BAGAZAN,1988,03,27,17.0,-999,-999
104067,BAGAZAN,1988,03,28,25.0,-999,-999
104067,BAGAZAN,1988,03,29,0.0,-999,-999
104067,BAGAZAN,1988,03,30,0.0,-999,-999
104067,BAGAZAN,1988,03,31,0.0,-999,-999
104067,BAGAZAN,1988,04,01,0.0,-999,-999
104067,BAGAZAN,1988,04,02,20.0,-999,-999
104067,BAGAZAN,1988,04,03,0.0,-999,-999
104067,BAGAZAN,1988,04,04,16.0,-999,-999
104067,BAGAZAN,1988,04,05,0.0,-999,-999
104067,BAGAZAN,1988,04,06,0.0,-999,-999
104067,BAGAZAN,1988,04,07,15.0,-999,-999
104067,BAGAZAN,1988,04,08,5.0,-999,-999
104067,BAGAZAN,1988,04,09,12.0,-999,-999
104067,BAGAZAN,1988,04,10,0.0,-999,-999
104067,BAGAZAN,1988,04,11,15.0,-999,-999
104067,BAGAZAN,1988,04,12,0.0,-999,-999
104067,BAGAZAN,1988,04,13,0.0,-999,-999
104067,BAGAZAN,1988,04,14,0.0,-999,-999
104067,BAGAZAN,1988,04,15,0.0,-999,-999
104067,BAGAZAN,1988,04,16,13.0,-999,-999
104067,BAGAZAN,1988,04,17,0.0,-999,-999
104067,BAGAZAN,1988,04,18,0.0,-999,-999
104067,BAGAZAN,1988,04,19,20.0,-999,-999
104067,BAGAZAN,1988,04,20,0.0,-999,-999
104067,BAGAZAN,1988,04,21,0.0,-999,-999
104067,BAGAZAN,1988,04,22,0.0,-999,-999
104067,BAGAZAN,1988,04,23,34.0,-999,-999
104067,BAGAZAN,1988,04,24,0.0,-999,-999
104067,BAGAZAN,1988,04,25,0.0,-999,-999
104067,BAGAZAN,1988,04,26,0.0,-999,-999
104067,BAGAZAN,1988,04,27,16.0,-999,-999
104067,BAGAZAN,1988,04,28,0.0,-999,-999
104067,BAGAZAN,1988,04,29,13.0,-999,-999
104067,BAGAZAN,1988,04,30,0.0,-999,-999
104067,BAGAZAN,1988,05,01,15.0,-999,-999
104067,BAGAZAN,1988,05,02,12.0,-999,-999
104067,BAGAZAN,1988,05,03,32.0,-999,-999
104067,BAGAZAN,1988,05,04,0.0,-999,-999
104067,BAGAZAN,1988,05,05,0.0,-999,-999
104067,BAGAZAN,1988,05,06,9.0,-999,-999
104067,BAGAZAN,1988,05,07,0.0,-999,-999
104067,BAGAZAN,1988,05,08,0.0,-999,-999
104067,BAGAZAN,1988,05,09,0.0,-999,-999
104067,BAGAZAN,1988,05,10,6.0,-999,-999
104067,BAGAZAN,1988,05,11,4.0,-999,-999
104067,BAGAZAN,1988,05,12,0.0,-999,-999
104067,BAGAZAN,1988,05,13,0.0,-999,-999
104067,BAGAZAN,1988,05,14,0.0,-999,-999
104067,BAGAZAN,1988,05,15,0.0,-999,-999
104067,BAGAZAN,1988,05,16,0.0,-999,-999
104067,BAGAZAN,1988,05,17,0.0,-999,-999
104067,BAGAZAN,1988,05,18,0.0,-999,-999
104067,BAGAZAN,1988,05,19,0.0,-999,-999
104067,BAGAZAN,1988,05,20,0.0,-999,-999
104067,BAGAZAN,1988,05,21,0.0,-999,-999
104067,BAGAZAN,1988,05,22,0.0,-999,-999
104067,BAGAZAN,1988,05,23,15.0,-999,-999
104067,BAGAZAN,1988,05,24,43.0,-999,-999
104067,BAGAZAN,1988,05,25,15.0,-999,-999
104067,BAGAZAN,1988,05,26,49.0,-999,-999
104067,BAGAZAN,1988,05,27,6.0,-999,-999
104067,BAGAZAN,1988,05,28,0.0,-999,-999
104067,BAGAZAN,1988,05,29,0.0,-999,-999
104067,BAGAZAN,1988,05,30,0.0,-999,-999
104067,BAGAZAN,1988,05,31,2.0,-999,-999
104067,BAGAZAN,1988,06,01,0.0,-999,-999
104067,BAGAZAN,1988,06,02,0.0,-999,-999
104067,BAGAZAN,1988,06,03,0.0,-999,-999
104067,BAGAZAN,1988,06,04,0.0,-999,-999
104067,BAGAZAN,1988,06,05,0.0,-999,-999
104067,BAGAZAN,1988,06,06,0.0,-999,-999
104067,BAGAZAN,1988,06,07,0.0,-999,-999
104067,BAGAZAN,1988,06,08,0.0,-999,-999
104067,BAGAZAN,1988,06,09,0.0,-999,-999
104067,BAGAZAN,1988,06,10,0.0,-999,-999
104067,BAGAZAN,1988,06,11,0.0,-999,-999
104067,BAGAZAN,1988,06,12,0.0,-999,-999
104067,BAGAZAN,1988,06,13,0.0,-999,-999
104067,BAGAZAN,1988,06,14,0.0,-999,-999
104067,BAGAZAN,1988,06,15,0.0,-999,-999
104067,BAGAZAN,1988,06,16,0.0,-999,-999
104067,BAGAZAN,1988,06,17,15.0,-999,-999
104067,BAGAZAN,1988,06,18,12.0,-999,-999
104067,BAGAZAN,1988,06,19,0.0,-999,-999
104067,BAGAZAN,1988,06,20,0.0,-999,-999
104067,BAGAZAN,1988,06,21,0.0,-999,-999
104067,BAGAZAN,1988,06,22,0.0,-999,-999
104067,BAGAZAN,1988,06,23,0.0,-999,-999
104067,BAGAZAN,1988,06,24,0.0,-999,-999
104067,BAGAZAN,1988,06,25,0.0,-999,-999
104067,BAGAZAN,1988,06,26,4.0,-999,-999
104067,BAGAZAN,1988,06,27,1.0,-999,-999
104067,BAGAZAN,1988,06,28,11.0,-999,-999
104067,BAGAZAN,1988,06,29,0.0,-999,-999
104067,BAGAZAN,1988,06,30,0.0,-999,-999
104067,BAGAZAN,1988,07,01,13.0,-999,-999
104067,BAGAZAN,1988,07,02,0.0,-999,-999
104067,BAGAZAN,1988,07,03,35.0,-999,-999
104067,BAGAZAN,1988,07,04,0.0,-999,-999
104067,BAGAZAN,1988,07,05,0.0,-999,-999
104067,BAGAZAN,1988,07,06,0.0,-999,-999
104067,BAGAZAN,1988,07,07,0.0,-999,-999
104067,BAGAZAN,1988,07,08,22.0,-999,-999
104067,BAGAZAN,1988,07,09,0.0,-999,-999
104067,BAGAZAN,1988,07,10,0.0,-999,-999
104067,BAGAZAN,1988,07,11,0.0,-999,-999
104067,BAGAZAN,1988,07,12,0.0,-999,-999
104067,BAGAZAN,1988,07,13,0.0,-999,-999
104067,BAGAZAN,1988,07,14,0.0,-999,-999
104067,BAGAZAN,1988,07,15,0.0,-999,-999
104067,BAGAZAN,1988,07,16,0.0,-999,-999
104067,BAGAZAN,1988,07,17,0.0,-999,-999
104067,BAGAZAN,1988,07,18,0.0,-999,-999
104067,BAGAZAN,1988,07,19,0.0,-999,-999
104067,BAGAZAN,1988,07,20,0.0,-999,-999
104067,BAGAZAN,1988,07,21,0.0,-999,-999
104067,BAGAZAN,1988,07,22,0.0,-999,-999
104067,BAGAZAN,1988,07,23,0.0,-999,-999
104067,BAGAZAN,1988,07,24,0.0,-999,-999
104067,BAGAZAN,1988,07,25,0.0,-999,-999
104067,BAGAZAN,1988,07,26,0.0,-999,-999
104067,BAGAZAN,1988,07,27,0.0,-999,-999
104067,BAGAZAN,1988,07,28,0.0,-999,-999
104067,BAGAZAN,1988,07,29,5.0,-999,-999
104067,BAGAZAN,1988,07,30,35.0,-999,-999
104067,BAGAZAN,1988,07,31,7.0,-999,-999
104067,BAGAZAN,1988,08,01,0.0,-999,-999
104067,BAGAZAN,1988,08,02,0.0,-999,-999
104067,BAGAZAN,1988,08,03,0.0,-999,-999
104067,BAGAZAN,1988,08,04,0.0,-999,-999
104067,BAGAZAN,1988,08,05,0.0,-999,-999
104067,BAGAZAN,1988,08,06,0.0,-999,-999
104067,BAGAZAN,1988,08,07,0.0,-999,-999
104067,BAGAZAN,1988,08,08,0.0,-999,-999
104067,BAGAZAN,1988,08,09,0.0,-999,-999
104067,BAGAZAN,1988,08,10,18.0,-999,-999
104067,BAGAZAN,1988,08,11,0.0,-999,-999
104067,BAGAZAN,1988,08,12,0.0,-999,-999
104067,BAGAZAN,1988,08,13,0.0,-999,-999
104067,BAGAZAN,1988,08,14,0.0,-999,-999
104067,BAGAZAN,1988,08,15,20.0,-999,-999
104067,BAGAZAN,1988,08,16,44.0,-999,-999
104067,BAGAZAN,1988,08,17,8.0,-999,-999
104067,BAGAZAN,1988,08,18,0.0,-999,-999
104067,BAGAZAN,1988,08,19,0.0,-999,-999
104067,BAGAZAN,1988,08,20,0.0,-999,-999
104067,BAGAZAN,1988,08,21,0.0,-999,-999
104067,BAGAZAN,1988,08,22,0.0,-999,-999
104067,BAGAZAN,1988,08,23,0.0,-999,-999
104067,BAGAZAN,1988,08,24,0.0,-999,-999
104067,BAGAZAN,1988,08,25,0.0,-999,-999
104067,BAGAZAN,1988,08,26,0.0,-999,-999
104067,BAGAZAN,1988,08,27,0.0,-999,-999
104067,BAGAZAN,1988,08,28,0.0,-999,-999
104067,BAGAZAN,1988,08,29,0.0,-999,-999
104067,BAGAZAN,1988,08,30,0.0,-999,-999
104067,BAGAZAN,1988,08,31,0.0,-999,-999
104067,BAGAZAN,1988,09,01,0.0,-999,-999
104067,BAGAZAN,1988,09,02,0.0,-999,-999
104067,BAGAZAN,1988,09,03,22.0,-999,-999
104067,BAGAZAN,1988,09,04,0.0,-999,-999
104067,BAGAZAN,1988,09,05,0.0,-999,-999
104067,BAGAZAN,1988,09,06,0.0,-999,-999
104067,BAGAZAN,1988,09,07,17.0,-999,-999
104067,BAGAZAN,1988,09,08,0.0,-999,-999
104067,BAGAZAN,1988,09,09,0.0,-999,-999
104067,BAGAZAN,1988,09,10,0.0,-999,-999
104067,BAGAZAN,1988,09,11,0.0,-999,-999
104067,BAGAZAN,1988,09,12,0.0,-999,-999
104067,BAGAZAN,1988,09,13,19.0,-999,-999
104067,BAGAZAN,1988,09,14,0.0,-999,-999
104067,BAGAZAN,1988,09,15,0.0,-999,-999
104067,BAGAZAN,1988,09,16,26.0,-999,-999
104067,BAGAZAN,1988,09,17,0.0,-999,-999
104067,BAGAZAN,1988,09,18,0.0,-999,-999
104067,BAGAZAN,1988,09,19,4.0,-999,-999
104067,BAGAZAN,1988,09,20,0.0,-999,-999
104067,BAGAZAN,1988,09,21,0.0,-999,-999
104067,BAGAZAN,1988,09,22,12.0,-999,-999
104067,BAGAZAN,1988,09,23,11.0,-999,-999
104067,BAGAZAN,1988,09,24,0.0,-999,-999
104067,BAGAZAN,1988,09,25,0.0,-999,-999
104067,BAGAZAN,1988,09,26,7.0,-999,-999
104067,BAGAZAN,1988,09,27,0.0,-999,-999
104067,BAGAZAN,1988,09,28,0.0,-999,-999
104067,BAGAZAN,1988,09,29,0.0,-999,-999
104067,BAGAZAN,1988,09,30,0.0,-999,-999
104067,BAGAZAN,1988,10,01,0.0,-999,-999
104067,BAGAZAN,1988,10,02,0.0,-999,-999
104067,BAGAZAN,1988,10,03,12.0,-999,-999
104067,BAGAZAN,1988,10,04,0.0,-999,-999
104067,BAGAZAN,1988,10,05,0.0,-999,-999
104067,BAGAZAN,1988,10,06,16.0,-999,-999
104067,BAGAZAN,1988,10,07,0.0,-999,-999
104067,BAGAZAN,1988,10,08,0.0,-999,-999
104067,BAGAZAN,1988,10,09,8.0,-999,-999
104067,BAGAZAN,1988,10,10,2.0,-999,-999
104067,BAGAZAN,1988,10,11,0.0,-999,-999
104067,BAGAZAN,1988,10,12,4.0,-999,-999
104067,BAGAZAN,1988,10,13,0.0,-999,-999
104067,BAGAZAN,1988,10,14,0.0,-999,-999
104067,BAGAZAN,1988,10,15,3.0,-999,-999
104067,BAGAZAN,1988,10,16,10.0,-999,-999
104067,BAGAZAN,1988,10,17,0.0,-999,-999
104067,BAGAZAN,1988,10,18,0.0,-999,-999
104067,BAGAZAN,1988,10,19,8.0,-999,-999
104067,BAGAZAN,1988,10,20,1.0,-999,-999
104067,BAGAZAN,1988,10,21,22.0,-999,-999
104067,BAGAZAN,1988,10,22,0.0,-999,-999
104067,BAGAZAN,1988,10,23,0.0,-999,-999
104067,BAGAZAN,1988,10,24,15.0,-999,-999
104067,BAGAZAN,1988,10,25,6.0,-999,-999
104067,BAGAZAN,1988,10,26,0.0,-999,-999
104067,BAGAZAN,1988,10,27,0.0,-999,-999
104067,BAGAZAN,1988,10,28,9.0,-999,-999
104067,BAGAZAN,1988,10,29,5.0,-999,-999
104067,BAGAZAN,1988,10,30,0.0,-999,-999
104067,BAGAZAN,1988,10,31,11.0,-999,-999
104067,BAGAZAN,1988,11,01,6.0,-999,-999
104067,BAGAZAN,1988,11,02,0.0,-999,-999
104067,BAGAZAN,1988,11,03,11.0,-999,-999
104067,BAGAZAN,1988,11,04,0.0,-999,-999
104067,BAGAZAN,1988,11,05,0.0,-999,-999
104067,BAGAZAN,1988,11,06,0.0,-999,-999
104067,BAGAZAN,1988,11,07,14.0,-999,-999
104067,BAGAZAN,1988,11,08,0.0,-999,-999
104067,BAGAZAN,1988,11,09,10.0,-999,-999
104067,BAGAZAN,1988,11,10,0.0,-999,-999
104067,BAGAZAN,1988,11,11,18.0,-999,-999
104067,BAGAZAN,1988,11,12,0.0,-999,-999
104067,BAGAZAN,1988,11,13,0.0,-999,-999
104067,BAGAZAN,1988,11,14,3.0,-999,-999
104067,BAGAZAN,1988,11,15,15.0,-999,-999
104067,BAGAZAN,1988,11,16,12.0,-999,-999
104067,BAGAZAN,1988,11,17,0.0,-999,-999
104067,BAGAZAN,1988,11,18,0.0,-999,-999
104067,BAGAZAN,1988,11,19,0.0,-999,-999
104067,BAGAZAN,1988,11,20,7.0,-999,-999
104067,BAGAZAN,1988,11,21,21.0,-999,-999
104067,BAGAZAN,1988,11,22,0.0,-999,-999
104067,BAGAZAN,1988,11,23,9.0,-999,-999
104067,BAGAZAN,1988,11,24,5.0,-999,-999
104067,BAGAZAN,1988,11,25,0.0,-999,-999
104067,BAGAZAN,1988,11,26,0.0,-999,-999
104067,BAGAZAN,1988,11,27,2.0,-999,-999
104067,BAGAZAN,1988,11,28,0.0,-999,-999
104067,BAGAZAN,1988,11,29,0.0,-999,-999
104067,BAGAZAN,1988,11,30,12.0,-999,-999
104067,BAGAZAN,1988,12,01,9.0,-999,-999
104067,BAGAZAN,1988,12,02,0.0,-999,-999
104067,BAGAZAN,1988,12,03,0.0,-999,-999
104067,BAGAZAN,1988,12,04,0.0,-999,-999
104067,BAGAZAN,1988,12,05,1.0,-999,-999
104067,BAGAZAN,1988,12,06,21.0,-999,-999
104067,BAGAZAN,1988,12,07,0.0,-999,-999
104067,BAGAZAN,1988,12,08,0.0,-999,-999
104067,BAGAZAN,1988,12,09,12.0,-999,-999
104067,BAGAZAN,1988,12,10,0.0,-999,-999
104067,BAGAZAN,1988,12,11,0.0,-999,-999
104067,BAGAZAN,1988,12,12,0.0,-999,-999
104067,BAGAZAN,1988,12,13,0.0,-999,-999
104067,BAGAZAN,1988,12,14,14.0,-999,-999
